RA,DEC
257.19868592,42.6835155
257.97917263,32.78669477
258.22925499,35.98739109
258.28221021,37.81397833
258.30865298,40.68583725
258.34647557,28.16504714
258.59776779,41.55836651
259.00217437,42.35865747
26.13362789,5.06973016
26.8440636,-8.51663715
26.87437151,-4.31435935
260.58773886,29.40873791
261.04931416,31.64640745
261.27321132,31.48595827
261.33389152,24.76800369
262.28909532,35.78448071
262.61334955,26.94427998
263.32842466,55.44414613
27.05057292,22.09963643
27.06668716,-9.39135931
27.29275249,12.73424626
27.4582076,8.23486389
271.64879342,23.98567515
271.98782792,23.02585239
28.194345,0.76118381
28.45019793,-0.99150535
280.99921493,63.78103228
29.01748661,-1.00813851
29.08028819,-4.66465864
29.08619653,23.51671462
29.22402134,1.76395189
29.57568324,26.61989802
29.80026614,31.06676237
290.37798936,79.12511749
291.81267346,38.4552172
3.00652434,24.00518855
3.29118062,30.23822636
30.36338836,23.83132944
30.79334087,25.15645182
301.03227602,-11.69180234
301.69373898,-12.73636466
302.02335084,-10.40877681
302.06451561,-11.01777274
302.1517048,-11.77478643
302.49694385,-11.922197
309.21492117,-0.59577132
31.04094516,21.4968407
31.45825827,-2.26704925
31.58327615,-4.24903572
31.85480568,-2.3630552
310.49571937,0.05706795
312.20158144,76.45307804
312.42025777,16.83433199
315.8873488,-0.4044037
317.01416651,6.31955084
317.88779329,-0.5703948
318.0958063,7.85008671
318.32652242,0.29398359
318.43934629,10.45055227
318.58444999,-1.45248114
318.59995382,-0.17630609
319.83904475,0.96381483
319.85235574,-0.83209789
319.86334153,4.89538114
32.28446267,5.47522509
32.52152636,30.1830179
320.63616737,0.07411909
320.7484724,1.82390573
320.83146287,3.03717806
321.20513222,6.33237173
321.28864292,9.91518204
321.82446926,5.59100487
321.95561136,0.49005749
322.00696558,6.45543698
322.59095756,6.34605286
323.17802426,4.09275179
323.40745647,3.20644747
323.9988955,0.91496254
324.08983991,11.62412292
324.18986648,1.14003744
325.59714458,11.29454045
325.78068963,0.85657885
326.4240455,0.52986681
326.43717642,27.54426892
326.55071279,0.85276523
327.306503,0.68415761
327.51964527,0.18426574
327.52208818,0.93129531
327.75159578,-0.56559137
327.97639071,-7.2017078
328.59169387,26.58420247
328.63596725,27.02941947
328.76287239,-0.00644224
328.78370555,30.33245479
328.97457914,20.46746695
329.11745885,20.79118208
329.13150225,12.21046114
329.40089031,1.32037241
329.61481291,-0.09222338
329.63235505,24.5659655
329.64759361,5.61254467
329.70176354,-1.37845541
329.90366947,23.24902616
33.65383194,4.69585578
330.20284126,12.60343274
330.32182852,28.11352274
330.56034931,-2.21220054
330.76732183,-1.14423485
331.12302412,21.26965224
331.59887412,13.43236089
331.78499619,24.13403456
331.78698689,9.70263167
331.79629278,12.96549342
332.08126153,6.0487474
332.21574231,0.58380941
332.39519239,12.39348816
332.5645708,5.79836288
332.69246057,29.83755618
332.87589191,29.22197426
332.93140413,4.25381986
333.00669246,19.50229725
333.31271924,22.69462085
333.80076821,21.6515281
333.80683132,23.01665897
333.87092227,22.6410684
334.22572877,25.35134583
334.26289113,22.55857483
334.98997966,30.28390042
335.51385233,-0.52723271
335.66119817,0.85693678
336.82613316,4.79833143
337.32415552,3.4638297
337.33874217,26.95414055
337.4193502,6.95212963
337.45942179,21.3596555
337.60619657,12.46351283
337.84902804,22.34659212
337.9305006,12.5035256
338.0107871,27.73703959
338.15294122,7.58983641
338.30726899,1.1918153
338.94437475,21.13335651
339.05651229,15.35126064
339.07599104,33.18854934
339.17910197,19.28280833
340.11297814,-0.99599406
340.16517978,33.09544682
340.85939814,13.65110766
341.18592551,13.08933358
341.42694374,25.42239278
341.56286071,30.35446871
341.65100267,29.45949618
341.89713247,31.67157006
